"Rank","player","Hall_Rating","Reg_Season_Rank","Reg_Season_Hall_Rating","Playoff_Rank","Playoff_Hall_Rating","Equiv_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Primary_Team","Teams","player_id"
42,"Kevin Durant",67.0514884430231,42,45.9947229269538,58,21.0567655160693,4.84769101767403,11.903223188138,"SF",38.4584615384615,24998,650,9,2008,2016,"OKC",2,"duranke01"
43,"Bill Sharman",66.6019652058885,78,29.7821094762209,20,36.8198557296676,3.49651457811147,11.3476765772446,"SG",32.1451187335092,24366,758,10,1952,1961,"BOS",1,"sharmbi01"
44,"Zelmo Beaty",66.5697302962867,59,36.02768797793,32,30.5420423183567,3.36942298160278,8.75636477866281,"C",33.8854581673307,34021,1004,12,1963,1975,"STL",4,"beatyze01"
45,"Chauncey Billups",66.4689679582385,52,39.598605220425,42,26.8703627378135,3.12443195999464,6.80024019821023,"PG",32.2363330529857,38329,1189,17,1998,2014,"DET",7,"billuch01"
46,"Wes Unseld",65.9830677749178,49,41.606712426106,47,24.3763553488118,3.30600095004588,5.5056520098838,"C",36.9184043517679,40721,1103,13,1969,1981,"WSB",3,"unselwe01"
47,"John Havlicek",64.6679457775416,72,31.8396667321848,27,32.8282790453568,2.28570363812018,7.01003698605273,"SF",36.9840499306519,53331,1442,16,1963,1978,"BOS",1,"havlijo01"
48,"Sam Jones",63.1948590603188,89,27.7650339985266,24,35.4298250617923,3.2850910008627,8.48299783386454,"SG",28.2331707317073,28939,1025,12,1958,1969,"BOS",1,"jonessa01"
49,"Horace Grant",63.1424165722076,64,34.5511738082659,38,28.5912427639417,2.66425954480672,8.021541161593,"PF",33.552808988764,44793,1335,17,1988,2004,"CHI",4,"grantho01"
50,"Neil Johnston",62.0366871736296,32,54.4100319262433,182,7.62665524738629,5.95776219782498,12.0958034300615,"C",35.2504638218924,19000,539,8,1952,1959,"PHW",1,"johnsne01"
51,"Adrian Dantley",59.8292103104462,37,46.9479987445243,98,12.8812115659219,3.59736620288703,6.31945672330373,"SF",35.6673151750973,36666,1028,15,1977,1991,"UTA",7,"dantlad01"
52,"Cliff Hagan",59.2909206696061,83,28.880509874341,33,30.4104107952651,3.01216031673513,10.2089731538282,"SF",29.0728051391863,27154,934,13,1957,1970,"STL",2,"hagancl01"
53,"Walt Bellamy",58.688682019946,41,46.0122907703239,102,12.676391249622,3.14510787781776,8.88476639086292,"C",37.5381083562902,40879,1089,14,1962,1975,"ATL",7,"bellawa01"
54,"Kevin McHale",57.9477222173093,70,32.4418310561399,46,25.5058911611695,3.07074723407372,7.18120359446556,"PF",31.4333333333333,35834,1140,13,1981,1993,"BOS",1,"mchalke01"
55,"Bobby Jones",57.0733729420928,58,36.5861511454675,59,20.4872217966253,3.72709561329097,6.24771185735495,"PF",27.489010989011,30018,1092,12,1975,1986,"PHI",3,"jonesbo01"
