"Rank","player","Hall_Rating","Avg_BPM","Best_Season","Position","MPG","Minutes","Games","Seasons","Rookie_Yr","Final_Yr","Teams","player_id"
1670,"Maalik Wayns",0.0478138671264535,-8.95197267976471,0.032965818160208,"PG",7.27586206896552,211,29,2,2013,2014,2,"waynsma01"
1671,"Dorie Murrey",0.0474331207554005,-2.61692686272013,0.0474331207554005,"PF",12.2433155080214,4579,374,6,1967,1972,4,"murredo01"
1672,"Gene Tormohlen",0.0468992514266702,-4.03711951443776,0.0468992514266702,"C",11.4208754208754,3392,297,6,1963,1970,2,"tormobu01"
1673,"Lucas Nogueira",0.0466823954987485,-4.40874654756265,0.0466823954987485,"C",3.5,28,8,2,2015,2016,1,"noguelu01"
1674,"Tyson Wheeler",0.046565406548696,31.5469066959446,0.046565406548696,"PG",3,3,1,1,1999,1999,1,"wheelty01"
1675,"Dave Minor",0.0462813861612831,-1.62635142687649,0.0462813861612831,"G-F",27.3103448275862,3168,116,2,1952,1953,2,"minorda01"
1676,"Chad Gallagher",0.046012588435409,31.1842580136283,0.046012588435409,"C",1.5,3,2,1,1994,1994,1,"gallach01"
1677,"Scooter McCray",0.0458881041354278,-3.7304296120247,0.0458881041354278,"PF",11.4814814814815,930,81,3,1984,1987,2,"mccrasc01"
1678,"Kyrylo Fesenko",0.0456371346876957,-4.42978327863236,0.0456371346876957,"C",8.88275862068966,1288,145,5,2008,2012,2,"fesenky01"
1679,"Randy Livingston",0.0452869356806648,-3.75093331163265,0.03858089943836,"PG",13.0272727272727,2866,220,11,1997,2007,9,"livinra01"
1680,"Phil Hankinson",0.0449998032438407,-2.74773540792125,0.0449998032438407,"SF",5.57142857142857,195,35,2,1974,1975,1,"hankiph01"
1681,"David Vaughn",0.044913516834462,-5.02377217556933,0.044913516834462,"PF",9.72268907563025,1157,119,4,1996,1999,4,"vaughda02"
1682,"Sean Rooks",0.0445695612971329,-2.53648666680138,0.0445695612971329,"C",17.754498714653,13813,778,12,1993,2004,7,"rooksse01"
1683,"Steve Hayes",0.0441435506603492,-2.83157640513344,0.0441435506603492,"C",10.7840375586854,2297,213,5,1982,1986,6,"hayesst01"
1684,"Sam Mitchell",0.0439071272253199,-1.54938845649062,0.0439071272253199,"SF",21.9477682811016,23111,1053,13,1990,2002,2,"mitchsa01"
1685,"Bob Hopkins",0.0437910836578979,-1.37962183993525,0.0437910836578979,"PF",18.7491408934708,5456,291,4,1957,1960,1,"hopkibo01"
1686,"Shelden Williams",0.0433318858800253,-2.37492667897503,0.0433318858800253,"PF",15.2926829268293,5643,369,6,2007,2012,7,"willish02"
1687,"Reggie Williams",0.043169432943173,-1.62007538955109,0.043169432943173,"SF",18.285,3657,200,6,2010,2015,4,"willire02"
1688,"Marc Jackson",0.0429877680965181,-2.54011666133844,0.0429877680965181,"C",19.4185463659148,7748,399,7,2001,2007,5,"jacksma02"
1689,"Kelenna Azubuike",0.042934355611533,-0.980649071826131,0.042934355611533,"SG",23.4651162790698,5045,215,5,2007,2012,2,"azubuke01"
1690,"Gary Neal",0.0420984928498717,-2.27200294844908,0.0420984928498717,"SG",21.0712328767123,7691,365,6,2011,2016,6,"nealga01"
1691,"Al Smith",0.0419426070819342,-1.68803498295089,0.0419426070819342,"PG",26.5352112676056,9420,355,5,1972,1976,2,"smithal01"
1692,"Patrick Ewing",0.0418485359890927,-7.92767790530071,0.0418485359890927,"SF",2.33333333333333,21,9,1,2011,2011,1,"ewingpa02"
1693,"John McCullough",0.0417498685232406,4.57233657624946,0.0417498685232406,"SG",2.875,23,8,1,1982,1982,1,"mcculjo01"
1694,"Keith Jennings",0.0417241590044225,-0.583112330312465,0.0417241590044225,"PG",17.9281437125749,2994,167,3,1993,1995,1,"jennike01"
1695,"Tim Kempton",0.0414395318300774,-3.1264924350142,0.0414395318300774,"PF",13.5629370629371,3879,286,8,1987,1998,9,"kemptti01"
1696,"Jan Vesely",0.0409904137222701,-1.33466822178103,0.0409904137222701,"PF",15.1543209876543,2455,162,3,2012,2014,2,"veselja01"
1697,"Ryan Bowen",0.0409337280668926,-0.999771253115127,0.0382906444514766,"SF",12.6401515151515,6674,528,10,2000,2010,4,"bowenry01"
1698,"Norm Cook",0.0407174407851502,-6.2726009170334,0.0407174407851502,"SF",5.39285714285714,151,28,2,1977,1978,2,"cookno01"
1699,"Duane Causwell",0.0406513860219171,-1.49848844841831,0.0406513860219171,"C",17.2386156648452,9464,549,11,1991,2001,2,"causwdu01"
1700,"James Bailey",0.0405423012713091,-2.05854946637483,0.0405423012713091,"PF",19.3579638752053,11789,609,9,1980,1988,5,"baileja01"
1701,"Greg Dreiling",0.0405233703707694,-4.10941168839867,0.0405233703707694,"C",8.9648033126294,4330,483,10,1987,1997,3,"dreilgr01"
1702,"Tom Scheffler",0.0403047113765525,-4.33475941203087,0.0403047113765525,"C",6.61904761904762,278,42,1,1985,1985,1,"schefto01"
1703,"Sam Vincent",0.0398351849711494,-2.35125525967668,0.0398351849711494,"PG",18.0200892857143,8073,448,7,1986,1992,4,"vincesa01"
1704,"Stanislav Medvedenko",0.0397379377866269,-2.63404113377201,0.0397379377866269,"PF",12.2366666666667,3671,300,7,2001,2007,2,"medvest01"
1705,"Charles Smith",0.0391518690022208,-2.29412782587163,0.0391518690022208,"PG",7.85526315789474,597,76,3,1990,1996,2,"smithch02"
1706,"James Anderson",0.0385418267259561,-2.628315675901,0.0385418267259561,"SG",17.4279069767442,3747,215,5,2011,2016,4,"anderja01"
1707,"Maury King",0.0384301008944108,-3.92655480830041,0.0384301008944108,"PG",25.6052631578947,973,38,2,1960,1963,2,"kingma01"
1708,"Steve Colter",0.0382169261376821,-1.31895650664394,0.0333540238836755,"PG",18.14,9977,550,8,1985,1995,6,"coltest01"
1709,"Shelton Jones",0.0376658761341024,-4.26629957687239,0.0376658761341024,"SF",13.3725490196078,682,51,1,1989,1989,3,"jonessh01"
1710,"John Amaechi",0.0373369802541489,-5.34817484142264,0.0373369802541489,"C",16.1395348837209,4858,301,5,1996,2003,3,"amaecjo01"
1711,"Doug McDermott",0.0373099999759385,-3.63069578526639,0.0298074141198769,"SF",11.3529411764706,579,51,2,2015,2016,1,"mcderdo01"
1712,"Acie Law",0.0358720523758865,-4.72435605840962,0.0358720523758865,"PG",12.3084577114428,2474,201,4,2008,2011,5,"lawac01"
1713,"Tom Kropp",0.0351913408401653,-4.27702224835471,0.0351913408401653,"SG",6.95,556,80,2,1976,1977,2,"kroppto01"
1714,"Arinze Onuaku",0.0348540831429737,-1.02951197404938,0.0348540831429737,"PF",8.90909090909091,98,11,2,2014,2015,3,"onuakar01"
1715,"Byron Houston",0.0347801285585559,-2.53570274188067,0.0347801285585559,"PF",12.4816513761468,2721,218,4,1993,1996,3,"houstby01"
1716,"Ish Smith",0.0346815728308673,-3.92566505779981,0.0346815728308673,"PG",12.8185185185185,3461,270,6,2011,2016,9,"smithis01"
1717,"Nando De Colo",0.034597705781167,-1.59602215357732,0.034597705781167,"SF",11.456,1432,125,2,2013,2014,2,"decolna01"
1718,"Tracy Moore",0.0345088183927693,-3.10175091978573,0.0345088183927693,"SG",14.5294117647059,1729,119,5,1992,1997,3,"mooretr01"
1719,"John Barnhill",0.0342256987516988,-2.3266078699794,0.0342256987516988,"PG",23.4983974358974,14663,624,10,1963,1972,6,"barnhjo01"
1720,"Jerome Jordan",0.034033695980446,-0.144847695486257,0.0297173536614741,"C",7.46268656716418,500,67,2,2012,2015,2,"jordaje01"
1721,"Dan O'Sullivan",0.0335859839596035,-4.89402819307142,0.0335859839596035,"C",6.6,297,45,4,1991,1996,5,"osullda01"
1722,"Dave Budd",0.0335328946495815,-1.49445300812032,0.0335328946495815,"SF",18.0991501416431,6389,353,5,1961,1965,1,"buddda01"
1723,"Carlos Arroyo",0.0331308088694653,-1.82190544481698,0.0331308088694653,"PG",18.2636815920398,11013,603,9,2002,2011,7,"arroyca01"
1724,"Stephen Howard",0.0330886490482387,-2.65750867493811,0.0284686033284636,"SF",6.1037037037037,824,135,4,1993,1998,3,"howarst01"
1725,"Jeff Adrien",0.0330373287825415,-1.92817070652092,0.0330373287825415,"PF",14.0392156862745,2148,153,5,2011,2015,5,"adrieje01"
1726,"Curtis Kitchen",0.0329801726780788,-0.901171507375403,0.0329801726780788,"PF",3.85714285714286,54,14,1,1987,1987,1,"kitchcu01"
1727,"Mike O'Koren",0.0325815651987518,-0.986820205443335,0.0325815651987518,"SF",21.4121779859485,9143,427,8,1981,1988,2,"okoremi01"
1728,"Bob Miller",0.0322715016836089,8.9387894141678,0.0322715016836089,"PF",4,8,2,1,1984,1984,1,"millebo01"
1729,"Jabari Smith",0.0315150611067554,-3.61666083263815,0.0315150611067554,"C",9.36521739130435,1077,115,4,2001,2005,3,"smithja01"
1730,"Walt Davis",0.0313339983591564,-3.13852891953074,0.0313339983591564,"PF",15.9421965317919,5516,346,5,1954,1958,2,"daviswa01"
1731,"Howard Wright",0.0311752469516905,-5.50282514339679,0.0311752469516905,"PF",9.1578947368421,174,19,2,1991,1993,3,"wrighho02"
1732,"Cedric Lewis",0.0308118071347473,16.1594091102957,0.0308118071347473,"C",1.33333333333333,4,3,1,1996,1996,1,"lewisce01"
1733,"Korleone Young",0.0307434216792884,5.03353692432264,0.0307434216792884,"SF",5,15,3,1,1999,1999,1,"youngko01"
1734,"Cozell McQueen",0.0301204423654383,9.46814722502609,0.0301204423654383,"PF",2.33333333333333,7,3,1,1987,1987,1,"mcqueco01"
1735,"Julyan Stone",0.0298397930652364,-1.82088786693034,0.0298397930652364,"SG",6.76470588235294,345,51,3,2012,2014,2,"stoneju01"
1736,"Bill Bunting",0.0297148801377999,-2.65879813945445,0.0297148801377999,"SF",13.0728476821192,1974,151,3,1970,1972,3,"buntibi02"
1737,"John Lucas III",0.0295668390209396,-3.31420674485096,0.0295668390209396,"PG",12.3688524590164,3018,244,7,2006,2015,5,"lucasjo02"
1738,"Gary Grant",0.0292813425256487,-2.17767480712416,0.0292813425256487,"PG",22.5360281195079,12823,569,13,1989,2001,4,"grantga01"
1739,"Mike Harper",0.0290518626163725,-2.01563102151167,0.0290518626163725,"PF",15.3225806451613,1900,124,2,1981,1982,1,"harpemi01"
1740,"Mario West",0.0285610452608383,-2.39562837025795,0.0285610452608383,"SG",4.66666666666667,868,186,4,2008,2011,2,"westma02"
1741,"Kenny McIntosh",0.0285546448216501,-5.20824112745338,0.0285546448216501,"SF",20.9039548022599,3700,177,4,1972,1975,2,"mcintke01"
1742,"Willie Cauley-Stein",0.028363422916238,0.410435413964385,0.028363422916238,"C",19.4285714285714,272,14,1,2016,2016,1,"caulewi01"
1743,"Levi Fontaine",0.0282873822701483,-8.14126353222665,0.0282873822701483,"SG",5.91891891891892,219,37,1,1971,1971,1,"fontale01"
1744,"Greg Wittman",0.0282344495829334,-6.28535548198366,0.0282344495829334,"PF",8.5,527,62,2,1970,1971,3,"wittmgr01"
1745,"Oleksiy Pecherov",0.0282243042383736,-5.81945231828634,0.0282243042383736,"C",9.2280701754386,1052,114,3,2008,2010,2,"pecheol01"
1746,"Isaac Austin",0.0281181518090004,-2.37144920683537,0.0281181518090004,"C",19.3628318584071,8752,452,9,1992,2002,8,"austiis01"
1747,"Jonathon Simmons",0.0276967990186163,5.54227503905307,0.0276967990186163,"SG",6,12,2,1,2016,2016,1,"simmojo02"
1748,"Charles Smith",0.0270130610062314,-2.64972461794878,0.0270130610062314,"SG",13.6438356164384,1992,146,5,1998,2006,5,"smithch04"
1749,"Glenn Robinson III",0.0268583883682714,-3.42926462024497,0.0268583883682714,"PF",9.20454545454546,405,44,2,2015,2016,3,"robingl02"
1750,"Chris Engler",0.0267652319279015,-5.46638594573274,0.0267652319279015,"C",7.19897959183673,1411,196,5,1983,1988,5,"englech01"
1751,"Anthony Brown",0.0267237046382636,6.84358341423363,0.0267237046382636,"SF",3,9,3,1,2016,2016,1,"brownan02"
1752,"Henry Sims",0.0266639557055378,-1.91196954021286,0.0266639557055378,"C",18.8347107438017,2279,121,3,2013,2015,3,"simshe01"
1753,"Marcus Smart",0.0263817447403664,-0.0249663941402103,0.0263817447403664,"PG",27,2160,80,2,2015,2016,1,"smartma01"
1754,"Dennis Schroder",0.0263090204952318,-3.4894645046092,0.0263090204952318,"PG",17.7295597484277,2819,159,3,2014,2016,1,"schrode01"
1755,"Jim Ware",0.026245749968444,-10.051844503416,0.026245749968444,"PF",6.82089552238806,457,67,3,1967,1969,3,"wareji01"
1756,"Elton McGriff",0.026111263802223,-1.474383519099,0.026111263802223,"C",16.3913043478261,1131,69,2,1968,1969,3,"mcgriel01"
1757,"Chris Johnson",0.0260154390307297,-1.61638192825699,0.0260154390307297,"SF",16.9767441860465,1460,86,4,2013,2016,5,"johnsch04"
1758,"Bevo Nordmann",0.0254223295358413,-2.65515107455442,0.0254223295358413,"C",12.0962962962963,1633,135,4,1962,1965,4,"nordmbe01"
1759,"Cleanthony Early",0.0253451910023032,-5.34572785219941,0.0253451910023032,"SF",15.1136363636364,665,44,2,2015,2016,1,"earlycl01"
1760,"Carlos Terry",0.0251472778973394,-1.23807175236557,0.0251472778973394,"SG",11.1649484536082,1083,97,3,1981,1983,1,"terryca01"
1761,"Bruno Sundov",0.0250046873482504,-8.94125333677173,0.0246431408638121,"C",5.10679611650485,526,103,7,1999,2005,5,"sundobr01"
1762,"Hasheem Thabeet",0.0250016730322811,-1.71455403813067,0.0250016730322811,"C",10.3913043478261,2390,230,5,2010,2014,4,"thabeha01"
1763,"A.J. Price",0.0247666182307531,-2.53834925701895,0.0247666182307531,"PG",14.8740740740741,4016,270,6,2010,2015,5,"priceaj01"
1764,"Alexander Volkov",0.0245623943070992,-0.588645165400471,0.0245623943070992,"C",16.4630872483221,2453,149,2,1990,1992,1,"volkoal01"
1765,"Sim Bhullar",0.0245536356626664,17.1071849947091,0.0245536356626664,"C",1,3,3,1,2015,2015,1,"bhullsi01"
1766,"Olumide Oyedeji",0.0245482498598401,-3.46751724745877,0.0245482498598401,"C",6.29166666666667,604,96,3,2001,2003,2,"oyedeol01"
1767,"Jimmy Collins",0.0244576377383983,-4.10052604269578,0.0244576377383983,"SG",8.1578947368421,620,76,2,1971,1972,1,"colliji01"
1768,"Lowes Moore",0.0243271119171978,-3.27866702538506,0.0243271119171978,"PG",18.9107142857143,2118,112,3,1981,1983,3,"moorelo01"
1769,"Blake Ahearn",0.0241798897920378,-6.26344318548876,0.0241798897920378,"PG",10.6363636363636,234,22,3,2008,2012,3,"ahearbl01"
1770,"Ian Lockhart",0.0241191443306013,24.7332380213117,0.0241191443306013,"SF",2,2,1,1,1991,1991,1,"lockhia01"
1771,"Derrick Gervin",0.0240131972623764,-3.13687581588344,0.0240131972623764,"PF",14.0519480519481,1082,77,2,1990,1991,1,"gervide01"
1772,"DeAndre Liggins",0.0237931105011932,-2.52180923748612,0.0237931105011932,"SG",7.29230769230769,474,65,3,2012,2014,3,"liggide01"
1773,"Terry Dehere",0.0237212175890777,-3.15042088859708,0.0237212175890777,"PG",18.0940594059406,7310,404,6,1994,1999,3,"deherte01"
1774,"Richie Frahm",0.0234277208050256,-2.01551825041193,0.0234277208050256,"SG",10.5214285714286,1473,140,4,2004,2008,5,"frahmri01"
1775,"Jim Petersen",0.0232572173137923,-1.71253595111771,0.0192969421118391,"PF",19.7206703910615,10590,537,8,1985,1992,3,"peterji01"
1776,"Shayne Whittington",0.0232190858276042,-0.09662074771605,0.0232190858276042,"PF",5.23809523809524,110,21,2,2015,2016,1,"whittsh01"
1777,"Tyler Hansbrough",0.023137877484901,-1.30604543604999,0.0178724223465059,"PF",17.5627906976744,7552,430,7,2010,2016,3,"hansbty01"
1778,"Mark Madsen",0.022944290920057,-2.41115750929515,0.022944290920057,"PF",11.5219123505976,5784,502,9,2001,2009,2,"madsema01"
1779,"Dillard Crocker",0.0228795554835663,-0.997863786788414,0.0228795554835663,"PF",15.7474747474747,1559,99,2,1952,1953,2,"crockdi01"
1780,"Gary Turner",0.0226594564025121,3.12351477143542,0.0226594564025121,"F",10.5,21,2,1,1968,1968,1,"turnega01"
1781,"Brian Evans",0.0225834466301306,-2.40363302201127,0.0225834466301306,"SF",10.3551401869159,1108,107,3,1997,1999,3,"evansbr01"
1782,"Seth Curry",0.0225446345122176,-1.23361876474509,0.01567741529469,"PG",5.7,57,10,3,2014,2016,4,"curryse01"
1783,"Pops Mensah-Bonsu",0.022245181577448,-5.40822517850766,0.022245181577448,"PF",8.34426229508197,509,61,4,2007,2011,5,"mensapo01"
1784,"Nick Fazekas",0.0219537573597024,-0.0664115470122415,0.0219537573597024,"PF",10.3461538461538,269,26,1,2008,2008,2,"fazekni01"
1785,"Derrick Chievous",0.0216835824475949,-3.41099672306483,0.0216835824475949,"SF",14.3354037267081,2308,161,3,1989,1991,2,"chievde01"
1786,"Everette Stephens",0.0216043316123207,-8.0839133103606,0.0216043316123207,"PG",5.65789473684211,215,38,2,1989,1991,2,"stephev01"
1787,"Joe Kopicki",0.0214607654968161,-0.7335229842078,0.0214607654968161,"PF",9.71875,1244,128,3,1983,1985,2,"kopicjo01"
1788,"Brandon Hunter",0.0212832376379573,-4.39643131040331,0.0212832376379573,"PF",9.14285714285714,640,70,2,2004,2005,2,"huntebr01"
1789,"Kenny Battle",0.0211628896896818,-1.03473740327159,0.016116032018955,"SG",12.8802816901408,1829,142,4,1990,1993,4,"battlke01"
1790,"Lester Hudson",0.0210638678313955,-3.55516538263503,0.0210638678313955,"PG",9.875,632,64,4,2010,2015,5,"hudsole01"
1791,"Jarnell Stokes",0.0210248187897269,0.510931163190003,0.0210248187897269,"C",6.19047619047619,130,21,2,2015,2016,1,"stokeja01"
1792,"Matt Fish",0.0209616615338842,-3.17824358105035,0.0209616615338842,"C",10.24,512,50,3,1995,1997,5,"fishma01"
1793,"Bill Stricker",0.0209507724478153,21.6155600886502,0.0209507724478153,"F",2,2,1,1,1971,1971,1,"stricbi01"
1794,"Simmie Hill",0.0208634539028325,-1.92907327689832,0.0208634539028325,"SF",22.9734848484848,6065,264,4,1970,1974,5,"hillsi01"
1795,"Kenny Walker",0.0207140105950572,-1.13589394643625,0.0207140105950572,"SF",19.8417721518987,9405,474,7,1987,1995,2,"walkeke01"
1796,"Dave Scholz",0.0205386684823585,41.4200995732815,0.0205386684823585,"F",1,1,1,1,1970,1970,1,"scholda01"
1797,"Bruce Seals",0.0198994199892246,-2.85357029465506,0.0198994199892246,"SF",21.0944881889764,8037,381,5,1974,1978,2,"sealsbr01"
1798,"Matt Carroll",0.0198407892890791,-2.47078868345938,0.0184082207948249,"SG",16.3987068965517,7609,464,10,2004,2013,4,"carroma01"
1799,"Jack Foley",0.0195367623372589,-3.75636837791139,0.0195367623372589,"F",7.54545454545455,83,11,1,1963,1963,2,"foleyja01"
1800,"Glenn Hagan",0.0191804383467405,2.50988410665541,0.0191804383467405,"PG",6.25,25,4,1,1982,1982,1,"hagangl01"
1801,"DeJuan Wheat",0.0188524653406122,-4.27960146443915,0.0188524653406122,"PG",9.17283950617284,743,81,2,1998,1999,2,"wheatde01"
1802,"Frank Kaminsky",0.0187624515434308,0.46739879287939,0.0187624515434308,"C",13.1666666666667,158,12,1,2016,2016,1,"kaminfr01"
1803,"Joe Crispin",0.0185549354021209,-1.20240716977115,0.0185549354021209,"PG",7.42857142857143,156,21,1,2002,2002,2,"crispjo01"
1804,"Xavier Silas",0.0182823634828321,-8.52966950987919,0.0182823634828321,"SG",10.75,43,4,1,2012,2012,1,"silasxa01"
1805,"Etan Thomas",0.0182129010241222,-1.84504902058627,0.0141543024745947,"C",17.1803278688525,7336,427,9,2002,2011,3,"thomaet01"
1806,"Russ Smith",0.0181423136972893,-8.96249282344425,0.0181423136972893,"PG",4.80952380952381,101,21,2,2015,2016,2,"smithru01"
1807,"Ken Charles",0.0180024326679606,-1.79117999142084,0.0180024326679606,"SG",23.8029411764706,8093,340,5,1974,1978,2,"charlke01"
1808,"Gerry Ward",0.0179426626064373,-4.48639447528072,0.0179426626064373,"SG",11.8415300546448,2167,183,4,1964,1967,4,"wardge01"
1809,"Roger Burkman",0.0178931350270324,2.17378965777332,0.0178931350270324,"SG",5,30,6,1,1982,1982,1,"burkmro01"
1810,"Tony Mitchell",0.0177923894390813,4.50154224161119,0.0177923894390813,"SF",3.33333333333333,10,3,1,2014,2014,1,"mitchto03"
1811,"Felton Spencer",0.0175520916382784,-1.90024916282618,0.0175520916382784,"C",19.3343195266272,13070,676,12,1991,2002,6,"spencfe01"
1812,"Pepe Sanchez",0.0172325527330645,-2.52033019456985,0.0172325527330645,"PG",4.92105263157895,187,38,2,2001,2003,3,"sanchpe01"
1813,"Bayard Forrest",0.0170218354852559,-1.80527762752528,0.0170218354852559,"C",14.5649350649351,2243,154,2,1978,1979,1,"forreba01"
1814,"Ron Grandison",0.0169447026635578,-2.95738795628326,0.0108857537007211,"PF",8.17757009345794,875,107,4,1989,1996,5,"grandro01"
1815,"Steve Alford",0.0169275552748328,-2.18672451713117,0.0169275552748328,"PG",9.5989010989011,1747,182,4,1988,1991,2,"alforst01"
1816,"James Augustine",0.0167490300767275,-2.2177304310394,0.0117297278266263,"PF",5.64285714285714,158,28,2,2007,2008,1,"augusja01"
1817,"Hakim Warrick",0.0166162520305249,-2.1272107727638,0.0166162520305249,"PF",20.109022556391,10698,532,8,2006,2013,6,"warriha01"
1818,"Walter Herrmann",0.0163224232981558,-1.91100048089786,0.0163224232981558,"PF",12.425,1988,160,3,2007,2009,2,"herrmwa01"
1819,"Joe Roberts",0.0161941096744756,-3.68583128780178,0.0161941096744756,"SF",15.5991379310345,3619,232,4,1961,1968,2,"roberjo01"
1820,"Ryan Hollins",0.0158097496734725,-2.52522463821437,0.0158097496734725,"C",11.5551257253385,5974,517,9,2007,2015,7,"holliry01"
1821,"Chuck Nevitt",0.01575265867164,-4.61159605565976,0.01575265867164,"C",5.15204678362573,881,171,9,1983,1994,5,"nevitch01"
1822,"Steven Hill",0.015331174931217,16.0858761323175,0.015331174931217,"PF",2,2,1,1,2009,2009,1,"hillst01"
1823,"Milt Williams",0.015192438426383,-3.1215504233921,0.015192438426383,"PG",10.2777777777778,740,72,4,1971,1975,4,"willimi01"
1824,"Mike Scott",0.0151596222245793,-2.21435212861229,0.0151596222245793,"PF",15.5201793721973,3461,223,4,2013,2016,1,"scottmi01"
1825,"Richard Fisher",0.0148241999261607,-0.524914858035219,0.0148241999261607,"F",5.5,66,12,1,1972,1972,2,"fisheri01"
1826,"Marcus Williams",0.0148138126629579,-8.48090100447017,0.0148138126629579,"PF",3,39,13,2,2008,2009,2,"willima04"
1827,"Dennis Van Zant",0.014711279581388,15.4758991080858,0.014711279581388,"PF",2,2,1,1,1976,1976,1,"vanzade01"
1828,"Sedric Toney",0.0146469319210764,-5.45863194650624,0.0146469319210764,"PG",12.3913043478261,1425,115,5,1986,1994,6,"toneyse01"
1829,"Trey Gilder",0.0145350112151081,6.72098041426655,0.0145350112151081,"SF",2.5,5,2,1,2010,2010,1,"gildetr01"
1830,"Malik Allen",0.0142201818123845,-3.56767677915185,0.0142201818123845,"PF",14.9625246548323,7586,507,10,2002,2011,8,"allenma01"
1831,"Mark Alarie",0.0142193173614384,-2.19910892421618,0.0142193173614384,"PF",16.854103343465,5545,329,5,1987,1991,2,"alarima01"
1832,"Mike Brittain",0.0141470703205636,-6.41109817404365,0.0141470703205636,"C",6.41025641025641,250,39,2,1986,1987,1,"brittmi01"
1833,"Milt Wagner",0.0140428772850443,-5.10918521846705,0.0140428772850443,"SG",8.79310344827586,510,58,2,1988,1991,2,"wagnemi01"
1834,"Stojko Vrankovic",0.0139665217592711,-3.94298182234629,0.0139665217592711,"C",11.9248554913295,2063,173,5,1991,1999,3,"vrankst01"
1835,"Tito Horford",0.0137420975286055,-9.21798352344975,0.0137420975286055,"C",5.81538461538462,378,65,3,1989,1994,2,"horfoti01"
1836,"Rasual Butler",0.0136800183221317,-2.11117335757147,0.0136800183221317,"SF",21.2616136919315,17392,818,13,2003,2016,9,"butlera01"
1837,"Cedric Jackson",0.0135575661345548,-8.67811174958128,0.0135575661345548,"PG",6.16666666666667,74,12,1,2010,2010,3,"jacksce01"
1838,"Chris Jefferies",0.0131788654219276,-6.39172394966554,0.0131788654219276,"SF",11.9583333333333,861,72,2,2003,2004,2,"jeffech01"
1839,"Dick Surhoff",0.0130871134808449,-5.02032249957597,0.0130871134808449,"SF",9,558,62,2,1953,1954,2,"surhodi01"
1840,"Aron Baynes",0.0126815307142551,-1.58695806382995,0.0126815307142551,"C",11.8908045977012,2069,174,4,2013,2016,2,"baynear01"
1841,"William Smith",0.0125992658644429,-4.1057917519121,0.0125992658644429,"C",16.3666666666667,491,30,2,1972,1973,1,"smithwi01"
1842,"Dick Knostman",0.0119429993021202,1.00016266496053,0.0119429993021202,"C",9.4,47,5,1,1954,1954,1,"knostdi01"
1843,"Danny Doyle",0.0118571296453688,1.86678649136687,0.0118571296453688,"PF",6.25,25,4,1,1963,1963,1,"doyleda01"
1844,"Ira Bowman",0.0118376479337932,-4.38912543638211,0.0118376479337932,"SG",3.29166666666667,79,24,3,2000,2002,2,"bowmair01"
1845,"Luke Schenscher",0.0118094647442883,-3.85392911977479,0.0118094647442883,"C",8.35294117647059,284,34,2,2006,2007,2,"schenlu01"
1846,"James Ray",0.0117094455021156,-5.45660973096959,0.0117094455021156,"PF",8.06542056074766,863,107,3,1981,1983,1,"rayja01"
1847,"Robert Covington",0.0115876726219583,-0.388540455082614,0.0115876726219583,"SF",25.7439024390244,2111,82,3,2014,2016,2,"covinro01"
1848,"Josh Powell",0.0115795918542716,-4.73662075318598,0.0115795918542716,"PF",11.4861878453039,4158,362,7,2006,2014,7,"poweljo01"
1849,"Jacque Vaughn",0.0114848086887046,-3.60899679450806,0.0114848086887046,"PG",15.7720329024677,13422,851,12,1998,2009,5,"vaughja01"
1850,"Don Bielke",0.0108374592424916,1.12253262048545,0.0108374592424916,"C",5.42857142857143,38,7,1,1956,1956,1,"bielkdo01"
1851,"Steven Kramer",0.0107460171169469,-1.01567964902923,0.0107460171169469,"SG",18.3174603174603,2308,126,3,1968,1970,3,"kramest01"
1852,"Chase Budinger",0.0107278309108399,-1.29024365130629,0.0107278309108399,"SF",20.638418079096,7306,354,7,2010,2016,3,"budinch01"
1853,"Willie Burton",0.0105220010620672,-2.3149717305427,0.0105220010620672,"SF",20.9968553459119,6677,318,8,1991,1999,5,"burtowi01"
1854,"Al Sanders",0.0102357170664426,1.61151129494072,0.0102357170664426,"PF",6.25,25,4,1,1973,1973,1,"sandeal01"
1855,"Adrian Caldwell",0.0100569428394813,-4.83969210042839,0.0100569428394813,"PF",8.07537688442211,1607,199,6,1990,1998,5,"caldwad01"
1856,"Josh Davis",0.0100409734021847,-2.92854168865585,0.00776408416017086,"PF",7.38235294117647,502,68,4,2004,2012,5,"davisjo02"
1857,"Bo Ellis",0.00960051079934336,-2.65204071795094,0.00960051079934336,"PF",11.9016393442623,2178,183,3,1978,1980,1,"ellisbo02"
1858,"Rudy White",0.00959087175531474,-5.17755092390664,0.00959087175531474,"SG",9.496,1187,125,5,1976,1981,3,"whiteru01"
1859,"Bernard Robinson",0.00948383335336874,-2.57082129525432,0.00948383335336874,"SF",14.8449612403101,1915,129,3,2005,2007,2,"robinbe01"
1860,"Geert Hammink",0.00939441366155444,-5.71708150290789,0.00939441366155444,"C",3.375,27,8,3,1994,1996,2,"hammige01"
1861,"Antonio Harvey",0.00935072265547818,-5.25718975375073,0.00935072265547818,"PF",10.2708333333333,1972,192,8,1994,2003,6,"harvean01"
1862,"Mike Dabich",0.00933591362872102,0.242276121366166,0.00933591362872102,"C",4.9,49,10,1,1968,1968,2,"dabicmi01"
